"ID Number",Office Name,Address 1,City,State,Zip,DMA,Latitude,Longitude,GeoLocType,DNUC
MED-100499,Women's Healthcare Group,255 W Lancaster Ave,Paoli,PA,19301,Philadelphia,40.0440589,-75.5014583,ROOFTOP,no
MED-100799,"Women's Care Associates of Dover, P.A",22 Old Rudnick Ln,Dover,DE,19901,Philadelphia,39.134293,-75.522811,ROOFTOP,no
MED-101204,Southern Medical Group of Dover,200 Banning St,Dover,DE,19904,Philadelphia,39.1535237,-75.5359011,ROOFTOP,no
MED-100348,Dr. John Hocutt,3521 Silverside Rd,Wilmington,DE,19810,Philadelphia,39.809031,-75.545458,ROOFTOP,no
MED-100041,Brandywine Medical Associates,1815 W 13th St,Wilmington,DE,19806,Philadelphia,39.7563224,-75.565952,RANGE_INTERPOLATED,no
MED-100346,Bancroft Family Care,1010 N Bancroft Pkwy,Wilimington,DE,19805,Philadelphia,39.755597,-75.570262,ROOFTOP,no
MED-100345,Family Practice of Greenhill,1010 N Bancroft Pkwy,Wilmington,DE,19805,Philadelphia,39.755597,-75.570262,ROOFTOP,no
MED-100180,"Internal Medicine Associates, PA",3105 Limestone Rd,Wilmington,DE,19808,Philadelphia,39.733221,-75.669679,ROOFTOP,no
MED-100040,Brandywine Medical Associates,2601 Annand Dr,Wilmington,DE,19808,Philadelphia,39.715965,-75.674927,ROOFTOP,no
MED-100039,Total Care Physicians,89 Omega Dr,Newark,DE,19713,Philadelphia,39.6921892,-75.676578,ROOFTOP,no
MED-100038,Total Care Physicians,92 Omega Dr,Newark,DE,19713,Philadelphia,39.6920972,-75.6771005,RANGE_INTERPOLATED,no
MED-100046,Whitford Family Practice,102 Schubert Dr,Dowingtown,PA,19335,Philadelphia,40.0309412,-75.6802519,RANGE_INTERPOLATED,no
MED-100037,Total Care Physicians,2600 Glasgow Ave,Newark,DE,19702,Philadelphia,39.599125,-75.745171,ROOFTOP,no
MED-100026,Cardiology Associates of West Reading,301 S 7th Ave,West Reading,PA,19611,Philadelphia,40.330638,-75.951865,ROOFTOP,no
MED-100400,Cornerstone Family Care,887 U.S. 84 W,Teague,TX,75860,Dallas-Ft. Worth,31.636551,-96.277588,MANUAL,yes
MED-101285,Health Texas BFMC Rockwall ,6435 S FM 549,Heath,TX,75032,Dallas-Ft. Worth,32.864212,-96.440535,ROOFTOP,no
MED-101319,Health Texas BFM Wylie,600 Cooper Dr,Wylie,TX,75098,Dallas-Ft. Worth,33.009752,-96.5453957,ROOFTOP,no
MED-101314,Health Texas BFMC Mesquite,1650 Republic Pkwy,Mesquite,TX,75150,Dallas-Ft. Worth,32.828629,-96.626194,ROOFTOP,no
MED-101315,Health Texas BFMC Mesquite,1650 Republic Pkwy,Mesquite,TX,75150,Dallas-Ft. Worth,32.828629,-96.626194,ROOFTOP,no
MED-101316,Health Texas BFMC Mesquite,1650 Republic Pkwy,Mesquite,TX,75150,Dallas-Ft. Worth,32.828629,-96.626194,ROOFTOP,no
MED-101304,Health Texas BFMC Mesquite,1650 Republic Pkwy,Mesquite,TX,75150,Dallas-Ft. Worth,32.828629,-96.626194,ROOFTOP,no
MED-100396,Vital Family Practice Center,1900 Oates Dr,Mesquite,TX,75150,Dallas-Ft. Worth,32.8360932,-96.6302276,ROOFTOP,no
MED-101327,Health Texas Internal Medicine Associates of McKinney,2251 El Dorado Pkwy,Mc Kinney,TX,75070,Dallas-Ft. Worth,33.170375,-96.646443,ROOFTOP,no
MED-101310,Health Texas DDA Garland,601 Clara Barton,Garland,TX,75042,Dallas-Ft. Worth,32.9176765,-96.6621258,ROOFTOP,no
MED-101288,Health Texas DDA Garland,601 Clara Barton,Garland,TX,75042,Dallas-Ft. Worth,32.9176765,-96.6621258,ROOFTOP,no
MED-101323,Health Texas Pulmonary & Critical Care Associates of Garland,700 Walter Reed Blvd,Garland,TX,75042,Dallas-Ft. Worth,32.9186338,-96.6634035,RANGE_INTERPOLATED,no
MED-100188,White Rock Internal Medicine,9330 Poppy Dr,Dallas,TX,75218,Dallas-Ft. Worth,32.8350303,-96.7061247,ROOFTOP,no
MED-101303,Health Texas BFMC Richardson,2520 N Central Expwy,Richardson,TX,75080,Dallas-Ft. Worth,32.9885491,-96.7100433,RANGE_INTERPOLATED,no
MED-101305,Health Texas BOFHC Texas Instruments,13350 TI Blvd,Dallas,TX,75243,Dallas-Ft. Worth,32.927591,-96.747558,ROOFTOP,no
MED-101284,Health Texas BFM Worth Street,4001 Worth St,Dallas,TX,75246,Dallas-Ft. Worth,32.791621,-96.775947,ROOFTOP,no
MED-101318,Health Texas Orthopedic Trauma Group,3409 Worth St,Dallas,TX,75246,Dallas-Ft. Worth,32.7883442,-96.7794204,ROOFTOP,no
MED-101317,Health Texas N. Texas Orthopedic Specialists,3600 Gaston Ave,Dallas,TX,75246,Dallas-Ft. Worth,32.7909696,-96.7803623,ROOFTOP,no
MED-101286,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101291,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101292,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101293,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101294,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101295,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101296,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101297,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101298,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101299,Health Texas MedProvider,3434 Swiss Ave,Dallas,TX,75204,Dallas-Ft. Worth,32.79131,-96.78213,ROOFTOP,no
MED-101350,Health Texas dba The Dallas Heart Group,4716 Alliance Blvd,Plano,TX,75093,Dallas-Ft. Worth,33.0144143,-96.7918566,RANGE_INTERPOLATED,no
MED-101344,Health Texas dba The Dallas Heart Group,4716 Alliance Blvd,Plano,TX,75093,Dallas-Ft. Worth,33.0144143,-96.7918566,RANGE_INTERPOLATED,no
MED-101313,Health Texas BFM Legacy,4800 Hedgecoxe,Plano,TX,75024,Dallas-Ft. Worth,33.0826345,-96.7952028,ROOFTOP,no
MED-101326,Health Texas BFM Prosper,81 N Coleman St,Prosper,TX,75078,Dallas-Ft. Worth,33.2361815,-96.8019189,RANGE_INTERPOLATED,no
MED-101321,Health Texas BFM Frisco,2840 Legacy Dr,Frisco,TX,75034,Dallas-Ft. Worth,33.102041,-96.840509,ROOFTOP,no
MED-101346,Health Texas Physiatric Medicine Associates,505 N Hwy 77,Waxahachie,TX,75165,Dallas-Ft. Worth,32.408198,-96.843369,ROOFTOP,no
MED-101306,Health Texas BFMC Ellis County-Waxahachie,505 U.S. 77,Waxahachie,TX,75165,Dallas-Ft. Worth,32.3906833,-96.8483916,RANGE_INTERPOLATED,no
MED-101311,Health Texas BFMC Ellis County-Waxahachie,505 U.S. 77,Waxahachie,TX,75165,Dallas-Ft. Worth,32.3906833,-96.8483916,RANGE_INTERPOLATED,no
MED-101312,Health Texas BFMC Ellis County-Waxahachie,505 U.S. 77,Waxahachie,TX,75165,Dallas-Ft. Worth,32.3906833,-96.8483916,RANGE_INTERPOLATED,no
MED-101309,Health Texas BFMC Ellis County-Red Oak,301 E Ovilla Rd,Red Oak,TX,75154,Dallas-Ft. Worth,32.5318006,-96.8503694,RANGE_INTERPOLATED,no
MED-101322,Health Texas Waxahachie Surgical Specialists,1305 Jefferson St,Waxahachie,TX,75165,Dallas-Ft. Worth,32.394599,-96.863466,ROOFTOP,no
MED-101348,Health Texas - NTHCA Family Medicine,400 W Lyndon B Johnson Fwy,Irving,TX,75063,Dallas-Ft. Worth,32.911228,-96.951965,ROOFTOP,no
MED-101347,Health Texas dba Irving Interfaith Clinic,1302 Lane St,Irving,TX,75061,Dallas-Ft. Worth,32.8332,-96.962441,ROOFTOP,no
MED-101325,Health Texas BFMC Ellis County-Midlothian,1441 S Midlothian Pkwy,Midlothian,TX,76065,Dallas-Ft. Worth,32.4675299,-96.978531,ROOFTOP,no
MED-101308,Health Texas BFMC Ellis County-Midlothian,1441 S Midlothian Pkwy,Midlothian,TX,76065,Dallas-Ft. Worth,32.4675299,-96.978531,ROOFTOP,no
MED-101320,Health Texas BFM Lake Ridge,4927 Lake Ridge Pkwy,Grand Prairie,TX,75052,Dallas-Ft. Worth,32.6531659,-97.0430121,ROOFTOP,no
MED-101301,Health Texas BFMC Flower Mound,1110 Parker Square,Flower Mound,TX,75028,Dallas-Ft. Worth,33.0379436,-97.050993,RANGE_INTERPOLATED,no
MED-101354,Health Texas dba BFM Grapevine,2020 Texas 114 Frontage Rd,Grapevine,TX,76051,Dallas-Ft. Worth,32.9369014,-97.0972409,ROOFTOP,no
MED-100291,DP Family Care,3105 Ira E Woods Ave,Grapevine,TX,76051,Dallas-Ft. Worth,32.92016,-97.116689,ROOFTOP,no
MED-101324,Health Texas dba BFM Keller,601 S Main St,Keller,TX,76248,Dallas-Ft. Worth,32.9287365,-97.2539506,RANGE_INTERPOLATED,no
MED-101302,Health Texas BFMC Forth Worth,900 W Magnolia,Fort Worth,TX,76104,Dallas-Ft. Worth,32.7307799,-97.3334941,ROOFTOP,no
MED-101349,Health Texas dba Baylor Community Care,1650 W Magnolia,Ft. Worth,TX,76104,Dallas-Ft. Worth,32.7307604,-97.3433329,ROOFTOP,no
MED-101345,Health Texas  Internal Medicine Associates at Fort Worth,1250 8th Ave,Fort Worth,TX,76104,Dallas-Ft. Worth,32.7311022,-97.3437786,ROOFTOP,no
MED-100019,Central Fort Worth Clinic,1001 12th Ave,Fort Worth,TX,76104,Dallas-Ft. Worth,32.735191,-97.347234,ROOFTOP,no
MED-101342,Health Texas BFM Internal Medicine Associates of SW Fort Worth,5801 Oak Bend Trail,Fort Worth,TX,76132,Dallas-Ft. Worth,32.667089,-97.39964,MANUAL,yes
MED-101331,Health Texas MFMC Weatherford,2035 Ft. Worth Hwy,Weatherford,TX,76086,Dallas-Ft. Worth,32.7569053,-97.7462683,RANGE_INTERPOLATED,no
MED-100190,Tassajara Critical Care,5401 Norris Canyon Road,San Ramon,CA,94587,San Francisco-Oak-San Jose,37.777207,-121.958166,ROOFTOP,no
MED-100018,Dr. Robert C. Ang,500 E Remington Dr,Sunnyvale,CA,94087,San Francisco-Oak-San Jose,37.358261,-122.02807,ROOFTOP,no
MED-100711,Advanced Cardiovascular Specialists,2490 Hospital Dr,Mountain View,CA,94040,San Francisco-Oak-San Jose,37.3700944,-122.0821606,ROOFTOP,no
MED-100126,Cardiovascular Associates of Marin & SF,2 Bon Air,Larkspur,CA,94939,San Francisco-Oak-San Jose,37.943291,-122.539077,ROOFTOP,no
MED-100735,Cardiovascular Associates Of Marin & SF,2 Bon Air,Larkspur,CA,94939,San Francisco-Oak-San Jose,37.943291,-122.539077,ROOFTOP,no
MED-100736,Cardiovascular Associates Of Marin & SF,2 Bon Air,Larkspur,CA,94939,San Francisco-Oak-San Jose,37.943291,-122.539077,ROOFTOP,no
MED-100127,Cardiovascular Associates of Marin & SF,165 Rowland Way,Novato,CA,94949,San Francisco-Oak-San Jose,38.098446,-122.560558,ROOFTOP,no
MED-100048,Thoracic & Vascular Associates,267 Rte 108,Somersworth,NH,03878,Boston (Manchester),43.2540175,-70.8984146,RANGE_INTERPOLATED,no
MED-100861,Dr. Robert Lebow,38 Oakes Ave,Southbridge,MA,01550,Boston (Manchester),42.0780395,-72.0409482,RANGE_INTERPOLATED,no
MED-100547,Cornerstone Family Practice,641 Hospital Rd,Commerce,GA,30529,Atlanta,34.2168316,-83.4688992,RANGE_INTERPOLATED,no
MED-100313,Habersham Internal Medicine,870 Austin Ave,Demorest,GA,30535,Atlanta,34.5851681,-83.5377521,RANGE_INTERPOLATED,no
MED-100371,Habersham Family Medicine,865 Austin Dr,Demorest,GA,30535,Atlanta,34.585348,-83.537991,ROOFTOP,no
MED-100549,Tri-County Clinic,761 N Cherokee Rd,Social Circle,GA,30025,Atlanta,33.6672856,-83.7114643,RANGE_INTERPOLATED,no
MED-101169,Dr. Siruvella,705 Breedlove Dr,Monroe,GA,30655,Atlanta,33.7834108,-83.7212179,RANGE_INTERPOLATED,no
MED-101055,Alcovy Family Medicine,705 Breedlove Dr,Monroe,GA,30655,Atlanta,33.7834108,-83.7212179,RANGE_INTERPOLATED,no
MED-100273,Good News Clinics,810 Pine St,Gainesville,GA,30501,Atlanta,34.288922,-83.8262139,ROOFTOP,no
MED-101207,"Sy Medical, LLC",155 Lee Byrd Rd,Loganville,GA,30052,Atlanta,33.8336595,-83.8822738,RANGE_INTERPOLATED,no
MED-100320,Dr. Bruce Sabin,1790 Presidential Cir,Snellville,GA,30078,Atlanta,33.8770984,-84.0172917,ROOFTOP,no
MED-100016,"Gwinnett Consultants in Cardiology, PC",631 Professional Dr,Lawrenceville,GA,30045,Atlanta,33.9622626,-84.0178585,ROOFTOP,no
MED-100005,Gwinnett Consultants,1700 Tree Lane Rd,Snellville,GA,30078,Atlanta,33.87637,-84.023534,ROOFTOP,no
MED-100003,Atlanta Heart Associates,1502 W 3rd St,Jackson,GA,30233,Atlanta,33.2871712,-84.0263805,RANGE_INTERPOLATED,no
MED-100002,Atlanta Heart Associates,3758 Georgia 42,Locust Grove,GA,30248,Atlanta,33.350014,-84.111283,ROOFTOP,no
MED-100301,Family Practice and Weight Loss Center,1533 Pleasant Hill Rd,Duluth,GA,30096,Atlanta,33.9423606,-84.1235424,ROOFTOP,no
MED-100364,Firstmed of Forsyth,907 Buford Rd,Cumming,GA,30041,Atlanta,34.178829,-84.133079,ROOFTOP,no
MED-100651,Premier Medical Associates,407 E Maple St,Cumming,GA,30040,Atlanta,34.204932,-84.134127,ROOFTOP,no
MED-100655,Harper & Associates Family Medicine,5910 Hillandale Dr,Lithonia,GA,30058,Atlanta,33.7053132,-84.1483614,ROOFTOP,no
MED-101020,"Hillandale Medical Associates, PC",5910 Hillandale Dr ,Lithonia,GA,30058,Atlanta,33.7053132,-84.1483614,ROOFTOP,no
MED-100679,OBGYN of Atlanta,3890 Johns Creek Pkwy,Suwanee,GA,30024,Atlanta,34.067692,-84.162828,ROOFTOP,no
MED-100087,Internal Medicine Associates,3340 Paddocks Pkwy,Suwanee,GA,30024,Atlanta,34.081663,-84.1633562,RANGE_INTERPOLATED,no
MED-101136,Johns Creek Specialist Center,3350 Paddocks Pkwy,Suwanee,GA,30024,Atlanta,34.081663,-84.1633562,RANGE_INTERPOLATED,no
MED-100006,"Gwinnett Consultants in Cardiology, PC",3855 Pleasant Hill Rd,Duluth,GA,30096,Atlanta,33.999478,-84.164012,ROOFTOP,no
MED-100017,Georgia Clinic at Tucker,2362 Main St,Tucker,GA,30084,Atlanta,33.854123,-84.214942,ROOFTOP,no
MED-101134,Georgia Clinic ,11378 State Bridge Rd,Alpharetta,GA,30022,Atlanta,34.0575341,-84.2326611,RANGE_INTERPOLATED,no
MED-100429,South Forsyth Family Medicine,1845 Lockeway Dr,Alpharetta,GA,30004,Atlanta,34.1451546,-84.2477793,RANGE_INTERPOLATED,no
MED-100009,Georgia Clinic ,6330 Primrose Hill Ct,Norcross,GA,30092,Atlanta,33.9647088,-84.2538361,RANGE_INTERPOLATED,no
MED-100432,Dr. John Attokaren,11600 Atlantis Place,Alpharetta,GA,30022,Atlanta,34.0484858,-84.2752537,RANGE_INTERPOLATED,no
MED-100677,OBGYN of Atlanta,1100 Johnson Ferry Rd,Atlanta,GA,30342,Atlanta,33.9066265,-84.3494007,ROOFTOP,no
MED-100914,Georgia Women's Specialists,871 Forest Pkwy,Forest Park,GA,30297,Atlanta,33.6188098,-84.3614379,ROOFTOP,no
MED-100850,Dr. Hymavati Mikkinlineni,483 Upper Riverdale Rd,Riverdale,GA,30274,Atlanta,33.5723129,-84.4066467,RANGE_INTERPOLATED,no
MED-100001,Atlanta Heart Associates,483 Upper Riverdale Rd,Riverdale,GA,30276,Atlanta,33.5723129,-84.4066467,RANGE_INTERPOLATED,no
MED-100258,Southern Medical Clinic,1136 Cleveland Ave,East Point,GA,30344,Atlanta,33.6814382,-84.4260327,RANGE_INTERPOLATED,no
MED-100678,OBGYN of Atlanta,1519 Johnson Ferry Rd,Marietta,GA,30062,Atlanta,33.9868361,-84.4272549,ROOFTOP,no
MED-100101,Marietta Medical Clinic,2520 Windy Hill Rd,Marietta,GA,30067,Atlanta,33.9005777,-84.4799817,ROOFTOP,no
MED-101050,The Kaufmann Clinic,2001 Professional Way,Woodstock,GA,30188,Atlanta,34.0831,-84.521761,ROOFTOP,no
MED-100548,Life Boat Medical Associates,1201 Georgian Park,Peachtree City,GA,30269,Atlanta,33.4353626,-84.5898681,GEOMETRIC_CENTER,no
MED-100261,West Cobb Medical Associates,870 CrestMark Dr,Lithia Springs,GA,30122,Atlanta,33.780332,-84.610208,ROOFTOP,no
MED-100203,Community Health Center,6289 Veterans Memorial Hwy,Austell,GA,30168,Atlanta,33.804513,-84.640197,MANUAL,yes
MED-100270,Metropolitan Medical Consulting Services,4000 Mitchellville Rd,Bowie,MD,20716,"Washington, DC (Hagrstwn)",38.945675,-76.723108,ROOFTOP,no
MED-100276,Dr. Peter Swaby,4000 Mitchellville Rd,Bowie,MD,20716,"Washington, DC (Hagrstwn)",38.945675,-76.723108,ROOFTOP,no
MED-100215,"Dr. Singh Dpinder, MD",14300 Gallant Fox Ln,Bowie,MD,20715,"Washington, DC (Hagrstwn)",38.9729659,-76.7565998,ROOFTOP,no
MED-100295,Lakeside Medical Group,14300 Gallant Fox Ln,Bowie,MD,20715,"Washington, DC (Hagrstwn)",38.9729659,-76.7565998,ROOFTOP,no
MED-100275,Dr. Vanessa Allen,12200 Annapolis Rd,Glenn Dale,MD,20769,"Washington, DC (Hagrstwn)",38.9631703,-76.7948225,RANGE_INTERPOLATED,no
MED-100594,Dr. Kadie E. Leach,9500 Annapolis Rd,Lanham,MD,20706,"Washington, DC (Hagrstwn)",38.9650926,-76.8401072,ROOFTOP,no
MED-100464,Metropolitan Cardiovascular,10756 Rhode Island Ave,Beltsville,MD,20743,"Washington, DC (Hagrstwn)",39.0330854,-76.9137172,RANGE_INTERPOLATED,no
MED-100271,Dr. R. G. Bhojraj,5632 Annapolis Rd,Bladensburg,MD,20710,"Washington, DC (Hagrstwn)",38.939746,-76.920078,ROOFTOP,no
MED-100260,Dr. Bhalabhai V. Patel,5632 Annapolis Rd,Bladensburg,MD,20710,"Washington, DC (Hagrstwn)",38.939746,-76.920078,ROOFTOP,no
MED-100269,Associates in Family Practice,12520 Prosperity Dr,Silver Spring,MD,20904,"Washington, DC (Hagrstwn)",39.0617769,-76.9619071,ROOFTOP,no
MED-100197,Dr. Emmanuel Mbualungu,106 Irving St NW,Washington ,DC,20010,"Washington, DC (Hagrstwn)",38.928935,-77.013602,ROOFTOP,no
MED-100226,Accessible Medical Care,1010 Wayne Ave,Silver Spring,MD,20910,"Washington, DC (Hagrstwn)",38.993856,-77.027636,ROOFTOP,no
MED-100232,Dr. Vinu Ganti,10301 Georgia Ave,Silver Spring,MD,20902,"Washington, DC (Hagrstwn)",39.024182,-77.044004,ROOFTOP,no
MED-100401,Dr. Thomas Dooley,17904 Georgia Ave,Olney,MD,20830,"Washington, DC (Hagrstwn)",39.1500302,-77.0669612,ROOFTOP,no
MED-100033,Mount Vernon Cardiology,8101 Hinson Farm Rd,Alexandria,VA,22306,"Washington, DC (Hagrstwn)",38.7370202,-77.0777043,ROOFTOP,no
MED-100448,"Dr. C.S Michael, LLC",6355 Walker Ln,Alexandria,VA,22310,"Washington, DC (Hagrstwn)",38.7674278,-77.1607319,ROOFTOP,no
MED-100031,Mount Vernon Cardiology,6355 Walker Ln,Alexandria,VA,22310,"Washington, DC (Hagrstwn)",38.7674278,-77.1607319,ROOFTOP,no
MED-100249,Dr. Rita Ghosh,14812 Physicians Ln,Rockville,MD,20850,"Washington, DC (Hagrstwn)",39.0991098,-77.2111858,RANGE_INTERPOLATED,no
MED-100032,Mount Vernon Cardiology,8988 Lorton Blvd,Lorton,VA,22079,"Washington, DC (Hagrstwn)",38.7146533,-77.2125852,ROOFTOP,no
MED-100635,"Dr. Raman Tuli, MD,P.C",10810 Darnestown Rd,Gaithersburg,MD,20878,"Washington, DC (Hagrstwn)",39.1027175,-77.2212301,RANGE_INTERPOLATED,no
MED-100219,Horizon Health Group,20500 Seneca Meadows Pkwy,Germantown,MD,20876,"Washington, DC (Hagrstwn)",39.1976388,-77.2580719,ROOFTOP,no
MED-100218,Dr. Plyush K. Patel ,19745 Executive Park Circle,Germantown,MD,20874,"Washington, DC (Hagrstwn)",39.1808261,-77.2734281,RANGE_INTERPOLATED,no
MED-100671,Kidney and Hypertension Specialists,9378 Forestwood Ln,Manassas,VA,20110,"Washington, DC (Hagrstwn)",38.76443,-77.4796999,ROOFTOP,no
MED-100201,Allergy and Asthma Center of Fredericksburg,1300 Thornton St,Fredericksburg,VA,22401,"Washington, DC (Hagrstwn)",38.3036979,-77.4800977,RANGE_INTERPOLATED,no
MED-100235,Dr. N. Andrawis,9001 Digges Rd,Manassas,VA,20110,"Washington, DC (Hagrstwn)",38.765124,-77.487193,ROOFTOP,no
MED-100066,Prince William Cardiology Associates,7130 Heritage Village Plaza,Gainesville,VA,20155,"Washington, DC (Hagrstwn)",38.80355,-77.603238,ROOFTOP,no
MED-100327,Dr. Amer Zaheer,1200 Binz St,Houston,TX,77004,Houston,29.724443,-95.387565,ROOFTOP,no
MED-101091,"Dr. George G. Burnazian, MD",1200 Binz St,Houston,TX,77004,Houston,29.724443,-95.387565,ROOFTOP,no
MED-100328,"North Loops Medical, LLC",1919 N Loop W,Houston,TX,77008,Houston,29.8112032,-95.4340105,ROOFTOP,no
MED-100604,Dr. Leroy L. Sterling,4126 Southwest Frwy,Houston,TX,77027,Houston,29.7297578,-95.4449639,ROOFTOP,no
MED-100725,Medex Healthcare,8200 Wednesbury Ln,Houston,TX,77074,Houston,29.689227,-95.526795,ROOFTOP,no
MED-100543,Dr. Rema Yerramsetti,902 Frostwood Dr,Houston,TX,77024,Houston,29.779981,-95.546747,ROOFTOP,no
MED-101115,"Pietro Cavataio, MD",3350 Gratiot Blvd,Marysville,MI,48040,Detroit,42.910869,-82.498572,ROOFTOP,no
MED-100828,Samaritan Urgent Care,5575 Conner St,Detroit,MI,48213,Detroit,42.3926738,-82.9827006,RANGE_INTERPOLATED,no
MED-101027,Elmwood Park Medical Clinic,2950 E Jefferson Ave,Detroit,MI,48207,Detroit,42.3398563,-83.0183785,ROOFTOP,no
MED-100161,Jefferson Medical Clinic,2141 E Jefferson Ave,Detroit,MI,48207,Detroit,42.3371013,-83.0252802,ROOFTOP,no
MED-100980,Dr. Faud Katbi,10005 Joseph Campau St,Hamtramack,MI,48212,Detroit,42.3978868,-83.0586675,ROOFTOP,no
MED-100199,Rochester Medicial Group,3950 S Rochester Rd,Rochester Hills,MI,48307,Detroit,42.624206,-83.131997,ROOFTOP,no
MED-100613,Rochester Medical Group,3950 S Rochester Rd,Rochester Hills,MI,48307,Detroit,42.624206,-83.131997,ROOFTOP,no
MED-100254,Dumitru Medical Center,5237 Oakman Rd,Dearborn,MI,48126,Detroit,42.3263215,-83.1691143,ROOFTOP,no
MED-100461,Schaefer Medical Center,13530 Michigan Ave,Dearborn,MI,48126,Detroit,42.32238,-83.175682,ROOFTOP,no
MED-100456,Dearborn Family Medicine Center,5728 Schafer Rd,Dearborn,MI,48126,Detroit,42.3308716,-83.1758913,ROOFTOP,no
MED-100083,Madison Medical Oak Park,24661 Coolidge ,Oak Park,MI,48237,Detroit,42.4728382,-83.1827343,ROOFTOP,no
MED-100253,Dr. Ziad Berri,14515 Ford Rd,Dearborn,MI,48126,Detroit,42.3292324,-83.1851831,ROOFTOP,no
MED-100063,"Kyle Medical, PC",15101 W McNichols Rd,Detroit,MI,48235,Detroit,42.415935,-83.194584,ROOFTOP,no
MED-100560,"Home Clinic, PC",6050 Greenfield Rd,Dearborn,MI,48216,Detroit,42.3332683,-83.19566,ROOFTOP,no
MED-100159,Pavilion Family Practice,23077 Greenfield Rd,Southifeld,MI,48075,Detroit,42.46017,-83.2017581,ROOFTOP,no
MED-101081,Summit Women's Center,15801 W McNichols Rd,Detroit,MI,48235,Detroit,42.415628,-83.202194,ROOFTOP,no
MED-100777,Beaumont Family Medicine,26015 Greenfield Rd,Southfield,MI,48076,Detroit,42.4812972,-83.2022494,RANGE_INTERPOLATED,no
MED-101130,Meadowbrook Urgent Care,33722 Woodward,Birmingham,MI,48009,Detroit,42.537082,-83.204484,ROOFTOP,no
MED-100136,Dix-Eureka Medical Center,14797 Dix-Toledo,Southgate,MI,48195,Detroit,42.201939,-83.207184,ROOFTOP,no
MED-100108,The River Urgent Care & Medical Clinic,3645 West Rd,Trenton,MI,48183,Detroit,42.140151,-83.212476,ROOFTOP,no
MED-100942,Ariaziz Corp,22972 Lasher Rd,Southfield,MI,48033,Detroit,42.4572579,-83.2600295,RANGE_INTERPOLATED,no
MED-100132,Dr. Satinder Aggarwal,10501 Telegraph Rd,Taylor ,MI,48180,Detroit,42.229895,-83.268329,ROOFTOP,no
MED-100512,Urgent Care,9870 Telegraph Rd,Taylor,MI,48180,Detroit,42.2334172,-83.2696861,RANGE_INTERPOLATED,no
MED-100111,Millennium Medical Group South,530 N Telegraph Rd,Dearborn,MI,48128,Detroit,42.3152459,-83.2717521,ROOFTOP,no
MED-100667,Advanced Obstetrics & Gynecology,24346 W Warren St,Dearborn Heights,MI,48127,Detroit,42.3413542,-83.2764216,ROOFTOP,no
MED-100206,Arbor Lane Family Physicians,8555 Silvery Ln,Dearborn Heights,MI,48127,Detroit,42.3555243,-83.2842614,RANGE_INTERPOLATED,no
MED-101148,Family Medicine Center,461 W Huron St,Pontiac,MI,48341,Detroit,42.6356276,-83.3099197,ROOFTOP,no
MED-100878,Laz Medical Group,29425 Northwestern Hwy,Southfield,MI,48034,Detroit,42.5040104,-83.3145777,RANGE_INTERPOLATED,no
MED-100109,River Urgent Care,6200 Middlebelt ,Garden City,MI,48135,Detroit,42.330895,-83.330447,ROOFTOP,no
MED-100058,Clark Center for Comprehensive Medicine,2011 Middlebelt Rd,Garden City,MI,48135,Detroit,42.324305,-83.331466,ROOFTOP,no
MED-100936,Primary Care Internal Medicine,20276 Middlebelt Rd,Livonia,MI,48152,Detroit,42.4373147,-83.3364022,RANGE_INTERPOLATED,no
MED-100057,Midwest Cardiology Associates,30626 Ford Rd,Garden City,MI,48135,Detroit,42.325586,-83.343169,ROOFTOP,no
MED-100055,Garden City Family Physicians ,30900 Ford Rd,Garden City,MI,48135,Detroit,42.3252944,-83.3441152,RANGE_INTERPOLATED,no
MED-100242,Cedar Medical Associates,8240 N Merriman Rd,Westland,MI,48185,Detroit,42.3484248,-83.3513262,RANGE_INTERPOLATED,no
MED-100162,Farmington Family Physicians,23800 Orchard Lake Rd,Farmington Hills,MI,48336,Detroit,42.467477,-83.35606,ROOFTOP,no
MED-100061,Dr. Jairaj Mulchandani,32320 Michigan Ave,Wayne,MI,48184,Detroit,42.284519,-83.35772,ROOFTOP,no
