"ID Number","Address 1",City,State,Zip,Latitude,Longitude,GeoLocType,DNUC
MED-100337,"2630 Pacific Ave","Long Beach",CA,90806,33.8049289,-118.1936977,ROOFTOP,no
MED-100338,"2355 Dougherty Ferry Rd","St. Louis",MO,63122,38.5809971,-90.4513552,RANGE_INTERPOLATED,no
MED-100343,"9193 Sunset Dr",Miami,FL,33173,25.7020708,-80.3420163,RANGE_INTERPOLATED,no
MED-100346,"1010 N Bancroft Pkwy",Wilimington,DE,19805,39.755597,-75.570262,ROOFTOP,no
MED-100348,"3521 Silverside Rd",Wilmington,DE,19810,39.809031,-75.545458,ROOFTOP,no
MED-100352,"2415 University Pkwy",Sarasota,FL,34243,27.390453,-82.520897,ROOFTOP,no
MED-100356,"2601 Cherry Ave",Bremerton,WA,98310,47.584197,-122.626344,ROOFTOP,no
MED-100363,"675 W North Ave","Melrose Park",IL,60160,41.9074294,-87.8426101,ROOFTOP,no
MED-100364,"907 Buford Rd",Cumming,GA,30041,34.178829,-84.133079,ROOFTOP,no
MED-100366,"1419 W Lake St","Melrose Park",IL,60160,41.892166,-87.8506685,RANGE_INTERPOLATED,no
MED-100368,"404 W Boughton Rd",Bolingbrook,IL,60440,41.7082157,-88.0833531,RANGE_INTERPOLATED,no
MED-100371,"865 Austin Dr",Demorest,GA,30535,34.585348,-83.537991,ROOFTOP,no
MED-100372,"675 W North Ave","Melrose Park",IL,60160,41.9074294,-87.8426101,ROOFTOP,no
MED-100374,"109 Crossroads Rd",Scottsdale,PA,15683,40.1246133,-79.5520593,RANGE_INTERPOLATED,no
MED-100376,"7685 103rd St",Jacksonville,FL,32210,30.2484697,-81.7748546,ROOFTOP,no
MED-100377,"2401 W Belvedere Ave",Baltimore,MD,21215,39.3540481,-76.6628865,ROOFTOP,no
MED-100379,"222 E 19th St","New York",NY,10003,40.735812,-73.984144,ROOFTOP,no
MED-100383,"5240 Elvas Ave",Sacramento,CA,95819,38.5764755,-121.4352683,RANGE_INTERPOLATED,no
MED-100387,"471 Hart St",Brooklyn,NY,11221,40.695236,-73.931859,ROOFTOP,no
MED-100389,"2301 N Martin Luther King Blvd",Clovis,NM,88101,34.421507,-103.231274,ROOFTOP,no
MED-100390,"1735 Central Ave",McKinleyville,CA,95519,40.936851,-124.1007085,ROOFTOP,no
MED-100394,"230 Meadowcrest St",Gretna,LA,70056,29.8818821,-90.0266292,RANGE_INTERPOLATED,no
MED-100396,"1900 Oates Dr",Mesquite,TX,75150,32.8360932,-96.6302276,ROOFTOP,no
MED-100397,"9655 Monte Vista Ave",Montclair,CA,91763,34.0799329,-117.696583,ROOFTOP,no
MED-100406,"1118 Ross Clark Cir",Dothan,AL,36301,31.2148108,-85.3616121,RANGE_INTERPOLATED,no
MED-100413,"4 Corporate Dr",Shelton,CT,06484,41.276514,-73.1309282,ROOFTOP,no
MED-100420,"2305 Genoa Business Park Dr",Brighton,MI,48114,42.5682624,-83.8057989,GEOMETRIC_CENTER,no
MED-100421,"1433 E Michigan Ave",Lansing,MI,48912,42.7337891,-84.5297869,ROOFTOP,no
MED-100429,"1845 Lockeway Dr",Alpharetta,GA,30004,34.1451546,-84.2477793,RANGE_INTERPOLATED,no
MED-100430,"110 Main St","East Hartford",CT,06118,41.7323452,-72.6241863,RANGE_INTERPOLATED,no
MED-100431,"4400 W 95 St","Oak Lawn",IL,60453,41.7203051,-87.7311276,RANGE_INTERPOLATED,no
MED-100445,"203 Grove St",Roseville,CA,95678,38.7529085,-121.2870227,RANGE_INTERPOLATED,no
MED-100446,"6905-A W Carmak Rd",Berwyn,IL,60402,41.8505163,-87.7960697,RANGE_INTERPOLATED,no
MED-100448,"6355 Walker Ln",Alexandria,VA,22310,38.7674278,-77.1607319,ROOFTOP,no
MED-100449,"10190 Baltimore St NE",Blaine,MN,55449,45.155487,-93.233564,ROOFTOP,no
MED-100453,"23517 S Main St",Carson,CA,90745,33.8114881,-118.2757108,ROOFTOP,no
MED-100459,"1401 S Anaheim Blvd",Anaheim,CA,92805,33.813713,-117.907154,ROOFTOP,no
MED-100462,"222 S Woods Mill Rd",Chesterfield,MO,63017,38.6261072,-90.515841,RANGE_INTERPOLATED,no
MED-100463,"222 S Woods Mill Rd",Chesterfield,MO,63017,38.6261072,-90.515841,RANGE_INTERPOLATED,no
MED-100466,"70 Remick Blvd",Springboro,OH,45066,39.5792464,-84.2247701,RANGE_INTERPOLATED,no
MED-101151,"436 Marshall St",Coldwater,MI,49036,41.9541409,-85.0004901,RANGE_INTERPOLATED,no
MED-101153,"2875 W Ray Rd",Chandler,AZ,85224,33.3203031,-111.8905784,RANGE_INTERPOLATED,no
MED-101155,"16465 Sierra Lakes Pkwy",Fontana,CA,92336,34.137366,-117.445583,ROOFTOP,no
MED-101159,"111 W High St",Elkton,MD,21921,39.609302,-75.83279,ROOFTOP,no
MED-101162,"12602 Toepperwein Rd","San Antonio",TX,78233,29.553317,-98.346159,ROOFTOP,no
MED-101165,"102 Progress Pkwy",Sullivan,MO,63080,38.1988236,-91.1750718,GEOMETRIC_CENTER,no
MED-101167,"6400 Clayton Rd","St. Louis",MO,63117,38.633293,-90.309455,ROOFTOP,no
MED-101172,"1307 S Broadway St",Toledo,IA,52342,41.9804462,-92.5784826,RANGE_INTERPOLATED,no
MED-101173,"3915 Veterans Memorial Pkwy",Adamsville,AL,35005,33.5862635,-86.9312606,RANGE_INTERPOLATED,no
MED-101177,"2490 Pass Rd",Biloxi,MS,39531,30.401526,-88.98239,ROOFTOP,no
MED-101187,"720 Magnolia Ave",Corona,CA,92879,33.857874,-117.555311,ROOFTOP,no
MED-101274,"25 Woodbridge Rd",Somerville,TN,38068,35.2418509,-89.36346,ROOFTOP,no
MED-101199,"1223 Gateway Dr",Melbourne,FL,32901,28.0895774,-80.6502056,ROOFTOP,no
MED-101200,"1223 Gateway Dr",Melbourne,FL,32901,28.0895774,-80.6502056,ROOFTOP,no
MED-101203,"330 N Madison St",Joliet,IL,60435,41.528972,-88.133913,ROOFTOP,no
MED-101275,"170 Changebridge Rd",Montville,NJ,07045,40.88985,-74.3656859,ROOFTOP,no
MED-101310,"601 Clara Barton",Garland,TX,75042,32.9176765,-96.6621258,ROOFTOP,no
MED-101313,"4800 Hedgecoxe",Plano,TX,75024,33.0826345,-96.7952028,ROOFTOP,no
MED-101323,"700 Walter Reed Blvd",Garland,TX,75042,32.9186338,-96.6634035,RANGE_INTERPOLATED,no
MED-100468,"3814 E 120th Ave",Thornton,CO,80233,39.9139438,-104.9431716,RANGE_INTERPOLATED,no
MED-100477,"49 E Center St",Farmersville,OH,45325,39.680173,-84.425726,ROOFTOP,no
MED-100478,"3 4th St E",Williston,ND,58801,48.1475573,-103.6219418,RANGE_INTERPOLATED,no
MED-100480,"3407 Garrett Rd","Drexel Hill",PA,19026,39.9450974,-75.2955977,RANGE_INTERPOLATED,no
MED-100482,"304-306 North St",Elkton,MD,21921,39.610673,-75.830065,ROOFTOP,no
MED-100488,"1265 W Market St",Germantown,OH,45327,39.622404,-84.3861079,ROOFTOP,no
MED-101189,"2101 North Ave",Columbus,GA,31904,32.484217,-84.982304,ROOFTOP,no
MED-101190,"4120 W Franklin St",Bellbrook,OH,45305,39.638746,-84.094684,ROOFTOP,no
MED-101191,"200 E Southhampton Dr",Columbia,MO,65203,38.89908,-92.336333,ROOFTOP,no
MED-101192,"1605 E Broadway",Columbia,MO,65201,38.9504342,-92.3152754,ROOFTOP,no
MED-101196,"1302 E Main",Tucumcari,NM,88401,35.1790209,-103.7108287,RANGE_INTERPOLATED,no
MED-101204,"200 Banning St",Dover,DE,19904,39.1535237,-75.5359011,ROOFTOP,no
MED-101205,"1601 N Jefferson St",Huntington,IN,46750,40.890514,-85.502744,ROOFTOP,no
MED-101206,"4302 Alton Rd","Miami Beach",FL,33140,25.8155555,-80.1378285,ROOFTOP,no
MED-101228,"8701 Old Troy Pike Pkwy","Huber Heights",OH,45424,39.8789116,-84.1375772,ROOFTOP,no
MED-101229,"7740 Washington Village Dr",Centerville,OH,45459,39.632738,-84.192702,ROOFTOP,no
MED-101238,"7802 W Jefferson Blvd","Fort Wayne",IN,46804,41.03967,-85.244351,ROOFTOP,no
MED-101248,"516 N Rolling Rd",Catonsville,MD,21228,39.2799122,-76.7545949,RANGE_INTERPOLATED,no
MED-101273,"629 Ave D",Snohomish,WA,98290,47.9200425,-122.0979254,ROOFTOP,no
MED-101279,"703 E St E",Ontario,CA,91764,34.068582,-117.641154,ROOFTOP,no
MED-101280,"1475 E Belvidere Rd",Grayslake,IL,60030,42.337833,-88.011324,ROOFTOP,no
MED-101281,"20100 N 51st Ave",Glendale,AZ,85308,33.6657378,-112.1697557,ROOFTOP,no
MED-101285,"6435 S FM 549",Heath,TX,75032,32.864212,-96.440535,ROOFTOP,no
MED-101286,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101290,"3009 North Ballas Rd","St. Louis",MO,63131,38.6353757,-90.4485641,ROOFTOP,no
MED-101291,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101292,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101293,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101294,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101295,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101296,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101297,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101298,"3434 Swiss Ave",Dallas,TX,75204,32.79131,-96.78213,ROOFTOP,no
MED-101307,"2401 Evesham Rd",Voorhees,NJ,08043,39.864807,-74.953979,ROOFTOP,no
MED-101319,"600 Cooper Dr",Wylie,TX,75098,33.009752,-96.5453957,ROOFTOP,no
MED-101320,"4927 Lake Ridge Pkwy","Grand Prairie",TX,75052,32.6531659,-97.0430121,ROOFTOP,no
MED-101322,"1305 Jefferson St",Waxahachie,TX,75165,32.394599,-96.863466,ROOFTOP,no
MED-101324,"601 S Main St",Keller,TX,76248,32.9287365,-97.2539506,RANGE_INTERPOLATED,no
MED-101325,"1441 S Midlothian Pkwy",Midlothian,TX,76065,32.4675299,-96.978531,ROOFTOP,no
MED-100495,"613 Williams Blvd",Kennar,LA,70062,29.9772566,-90.245549,RANGE_INTERPOLATED,no
MED-100496,"1937 Veterans Blvd",Metairie,LA,70005,30.0023814,-90.1448691,ROOFTOP,no
MED-100497,"1060 E Foothill Blvd",Upland,CA,91789,34.1070519,-117.6385113,RANGE_INTERPOLATED,no
MED-100504,"1621 Front St",Henderson,NE,68371,40.782962,-97.8072238,RANGE_INTERPOLATED,no
MED-100507,"45 Medical Park Dr",Helena,MT,59601,46.580455,-111.995302,ROOFTOP,no
MED-100517,"1302 Savannah Rd",Lewes,DE,19958,38.7606759,-75.1535708,RANGE_INTERPOLATED,no
MED-100526,"126 E High St",Elkton,MD,21921,39.6099028,-75.8286782,RANGE_INTERPOLATED,no
MED-100530,"7831 Jackson St",Paramount,CA,90723,33.885664,-118.161691,ROOFTOP,no
MED-101170,"1280 Corona Pointe Ct",Corona,CA,92879,33.870069,-117.540711,ROOFTOP,no
MED-101171,"126 Avacado Ave",Perris,CA,92571,33.8103628,-117.2245228,ROOFTOP,no
MED-101178,"8231 Rochester Ave","Rancho Cucamonga",CA,91730,34.103967,-117.544581,ROOFTOP,no
MED-101183,"400 Pawtucket Ave",Rumford,RI,02916,41.849227,-71.355212,ROOFTOP,no
MED-101195,"801 N Tustin Ave","Santa Ana",CA,92705,33.752566,-117.8340657,ROOFTOP,no
MED-100543,"902 Frostwood Dr",Houston,TX,77024,29.779981,-95.546747,ROOFTOP,no
MED-100544,"11180 Warner Ave","Fountain Valley",CA,92708,33.71572,-117.933375,ROOFTOP,no
MED-100548,"1201 Georgian Park","Peachtree City",GA,30269,33.4353626,-84.5898681,GEOMETRIC_CENTER,no
MED-100555,"416 Frankford Ave",Lubbock,TX,79416,33.591022,-101.940313,ROOFTOP,no
MED-100558,"2115 Cloyd Blvd",Florence,AL,35630,34.8363854,-87.6487802,RANGE_INTERPOLATED,no
MED-100566,"6028 Bennett Rd",Jacksonville,FL,32216,30.2809751,-81.6019944,ROOFTOP,no
MED-100574,"7740 Washington Village Dr",Centerville,OH,45459,39.632738,-84.192702,ROOFTOP,no
MED-100575,"144 N Peachtree St",Lincolnton,GA,30817,33.793551,-82.476912,ROOFTOP,no
MED-100577,"325 W Central Ave",Malvern,PA,19355,40.0419036,-75.4986675,RANGE_INTERPOLATED,no
MED-100585,"19 Woodland St",Hartford,CT,06105,41.768655,-72.702348,ROOFTOP,no
MED-100587,"17577 S Kedize Ave","Hazel Crest",IL,60429,41.5704009,-87.693932,ROOFTOP,no
MED-100905,"7604 W 63rd St","Summit ",IL,60501,41.7772325,-87.8059156,RANGE_INTERPOLATED,no
MED-100910,"375 N Wall Street",Kankakee,IL,60901,41.1240746,-87.8826006,RANGE_INTERPOLATED,no
MED-100911,"20325 N 51st Ave",Glendale,AZ,85308,33.670568,-112.1691538,ROOFTOP,no
MED-100915,"111 4th St SE",Huron,SD,57350,44.3620602,-98.2122514,RANGE_INTERPOLATED,no
MED-100918,"13453 N Main St",Jacksonville,FL,32218,30.4813799,-81.6263821,ROOFTOP,no
MED-100922,"1152 W 3rd St",Dayton,OH,45402,39.755633,-84.213489,ROOFTOP,no
MED-100923,"302 N Main St",Georgetown,IL,61846,39.9770935,-87.6356211,RANGE_INTERPOLATED,no
MED-100929,"210 N Lafayette","South Lyon ",MI,48178,42.461717,-83.651156,ROOFTOP,no
MED-100939,"806 St. Vincent's Dr",Birmingham,AL,35205,33.5091085,-86.7884268,RANGE_INTERPOLATED,no
MED-100940,"806 St. Vincent's Dr",Birmingham,AL,35205,33.5091085,-86.7884268,RANGE_INTERPOLATED,no
MED-100941,"2500 W Strub Rd",Sandusky,OH,44870,41.4096015,-82.7343064,RANGE_INTERPOLATED,no
MED-100949,"1325 Eastmoreland Ave",Memphis,TN,38104,35.13465,-90.017166,ROOFTOP,no
MED-100955,"813 E Gate Dr","Mt. Laurel",NJ,08054,39.9428636,-74.9525825,ROOFTOP,no
MED-100958,"5906 N Milwaukee Ave",Chicago,IL,60646,41.9887939,-87.7799835,ROOFTOP,no
MED-100960,"200 S I35",Pearsall,TX,78061,28.036219,-99.359714,ROOFTOP,no
MED-100963,"3636 Fieldston Rd",Riverdale,NY,10463,40.8864128,-73.9067283,RANGE_INTERPOLATED,no
MED-100980,"10005 Joseph Campau St",Hamtramack,MI,48212,42.3978868,-83.0586675,ROOFTOP,no
MED-100994,"9206 S Commercial Ave",Chicago,IL,60617,41.727874,-87.551511,ROOFTOP,no
MED-100997,"4826 N Broadway Ave",Chicago,IL,60640,41.9698563,-87.6599311,ROOFTOP,no
MED-101004,"1000 SW Blue Pkwy","Lee's Summit",MO,64068,38.9095488,-94.390873,RANGE_INTERPOLATED,no
MED-101016,"80 Seymour St",Hartford,CT,06102,41.7541241,-72.6792679,ROOFTOP,no
MED-101017,"79 Retreat Ave",Hartford,CT,06112,41.7533062,-72.6789119,RANGE_INTERPOLATED,no
MED-100590,"2352 Creel Ln","Wesley Chapel",FL,33544,28.191295,-82.372521,ROOFTOP,no
MED-100591,"3850 S Meridian",Puyallup,WA,98373,47.1555515,-122.2937615,ROOFTOP,no
MED-100594,"9500 Annapolis Rd",Lanham,MD,20706,38.9650926,-76.8401072,ROOFTOP,no
MED-100595,"804 S Walnut St",Freeman,SD,57029,43.3474669,-97.431789,RANGE_INTERPOLATED,no
MED-100599,"1063 W Hill Rd",Flint,MI,48507,42.943605,-83.694297,ROOFTOP,no
MED-100600,"17850 S Kedzie Ave","Hazel Crest",IL,60429,41.565441,-87.696725,ROOFTOP,no
MED-100602,"601 John St",Kalamazoo,MI,49007,42.2855143,-85.5804185,ROOFTOP,no
MED-100605,"1113 Alta Ave",Upland,CA,91786,34.108319,-117.632653,ROOFTOP,no
MED-100608,"12135 Lancaster St",Millersport,OH,43046,39.900545,-82.535089,ROOFTOP,no
MED-100612,"1210 N Washington",Plainville,KS,67663,39.2238129,-99.2983216,RANGE_INTERPOLATED,no
MED-100613,"3950 S Rochester Rd","Rochester Hills",MI,48307,42.624206,-83.131997,ROOFTOP,no
MED-100614,"1713 Treasure Hills Blvd",Harlingen,TX,78550,26.171724,-97.669342,ROOFTOP,no
MED-100623,"209 E Main St",Hahira,GA,31632,30.9919,-83.3692,ROOFTOP,no
MED-100626,"4808 N High St",Columbus,OH,43214,40.060531,-83.019174,ROOFTOP,no
MED-100628,"6614 Sanger Ave",Waco,TX,76710,31.5199169,-97.197911,ROOFTOP,no
MED-100635,"10810 Darnestown Rd",Gaithersburg,MD,20878,39.1027175,-77.2212301,RANGE_INTERPOLATED,no
MED-100640,"305 2nd Ave NE",Napavine,WA,98565,46.5763177,-122.9070284,RANGE_INTERPOLATED,no
MED-100642,"2222 S Harbor City Blvd",Melbourne,FL,32901,28.076069,-80.60239,ROOFTOP,no
MED-100643,"2222 S Harbor City Blvd",Melbourne,FL,32901,28.076069,-80.60239,ROOFTOP,no
MED-100644,"2222 S Harbor City Blvd",Melbourne,FL,32901,28.076069,-80.60239,ROOFTOP,no
MED-100651,"407 E Maple St",Cumming,GA,30040,34.204932,-84.134127,ROOFTOP,no
MED-100655,"5910 Hillandale Dr",Lithonia,GA,30058,33.7053132,-84.1483614,ROOFTOP,no
MED-100660,"4502 N Laurent St",Victoria,TX,77901,28.8348213,-96.9931688,RANGE_INTERPOLATED,no
MED-100661,"805 W La Veta",Orange,CA,92868,33.781488,-117.860301,ROOFTOP,no
MED-100662,"7121 S Padre Island Dr","Corpus Christi",TX,78412,27.6937904,-97.3429448,RANGE_INTERPOLATED,no
MED-100664,"511 W Fairchild St",Danville,IL,61832,40.1383839,-87.637023,RANGE_INTERPOLATED,no
MED-100667,"24346 W Warren St","Dearborn Heights",MI,48127,42.3413542,-83.2764216,ROOFTOP,no
MED-100669,"1411 S 5th Ave",Maywood,IL,60153,41.8760193,-87.8387127,RANGE_INTERPOLATED,no
MED-100671,"9378 Forestwood Ln",Manassas,VA,20110,38.76443,-77.4796999,ROOFTOP,no
MED-100672,"429 W Airline Hwy",LaPlace,LA,70068,30.0682992,-90.4835414,ROOFTOP,no
MED-100673,"3154 Park St","Grove City",OH,43123,39.8801953,-83.0871761,ROOFTOP,no
MED-100675,"11243 W LaPorte Rd",Mokena,IL,60448,41.5325139,-87.9431446,RANGE_INTERPOLATED,no
MED-100680,"4950 San Bernardino St",Montclair,CA,91763,34.07874,-117.696976,ROOFTOP,no
MED-100681,"77 E Woodbury Dr",Dayton,OH,45415,39.8279489,-84.245032,ROOFTOP,no
MED-100684,"3909 Woodley Rd",Toledo,OH,43606,41.688809,-83.635799,ROOFTOP,no
MED-100687,"209 1st Executive Ave","St. Peters",MO,63376,38.7933471,-90.5845605,RANGE_INTERPOLATED,no
MED-100696,"401 N Mulberry St",Effingham,IL,62401,39.125524,-88.551813,ROOFTOP,no
MED-100697,"2250 Turk Hill Rd","Victor ",NY,14564,43.052507,-77.4299039,ROOFTOP,no
MED-100700,"1200 S York Rd",Elmhurst,IL,60126,41.865023,-87.932269,ROOFTOP,no
MED-100701,"12255 DePaul Dr",Bridgeton,MO,63044,38.750345,-90.432975,ROOFTOP,no
MED-100705,"3401 N Central Ave",Chicago,IL,60634,41.9422447,-87.7666069,RANGE_INTERPOLATED,no
MED-100709,"5214 N Western Ave",Chicago,IL,60625,41.9766873,-87.6893607,ROOFTOP,no
MED-100711,"2490 Hospital Dr","Mountain View",CA,94040,37.3700944,-122.0821606,ROOFTOP,no
MED-100712,"2740 W Foster Ave",Chicago,IL,60625,41.9759967,-87.6978356,ROOFTOP,no
MED-100719,"1299 Bishop Rd",Chehalis,WA,98532,46.639515,-122.940434,ROOFTOP,no
MED-100722,"3000 N Cicero Ave",Chicago,IL,60641,41.9353156,-87.7469392,ROOFTOP,no
MED-100723,"675 W North Ave","Melrose Park",IL,60160,41.9074294,-87.8426101,ROOFTOP,no
MED-100724,"6538 W Cermak Rd",Berwyn,IL,60402,41.8507383,-87.787541,RANGE_INTERPOLATED,no
MED-100725,"8200 Wednesbury Ln",Houston,TX,77074,29.689227,-95.526795,ROOFTOP,no
MED-100731,"3844 S Lindbergh Blvd","St. Louis",MO,63127,38.548702,-90.403372,ROOFTOP,no
MED-100733,"33200 W 14 Mile Rd","West Bloomfield",MI,48322,42.528692,-83.3771299,ROOFTOP,no
MED-100743,"2305 Genoa Business Park Dr",Brighton,MI,48114,42.5682624,-83.8057989,GEOMETRIC_CENTER,no
MED-100749,"901 Medical Center Pkwy",Selma,AL,36701,32.4264,-87.0515,ROOFTOP,no
MED-100757,"306 Mt Pleasant Rd",Thomson,GA,30824,33.4595943,-82.5114847,RANGE_INTERPOLATED,no
MED-100765,"4833 50th St",Lubbock,TX,79414,33.5487978,-101.9168191,RANGE_INTERPOLATED,no
MED-100768,"2222 W Division St",Chicago,IL,60622,41.903283,-87.683365,ROOFTOP,no
MED-100772,"2222 S Harbor City Blvd",Melbourne,FL,32901,28.076069,-80.60239,ROOFTOP,no
MED-100778,"2222 W Division St",Chicago,IL,60622,41.903283,-87.683365,ROOFTOP,no
MED-100782,"105 Sycamore St",Medway,OH,45341,39.882495,-84.010428,ROOFTOP,no
MED-100796,"8601 W Main St",Belleville,IL,62223,38.570209,-90.052727,ROOFTOP,no
MED-100798,"2018 S Germantown Rd",Germantown,TN,38138,35.0941193,-89.8081593,RANGE_INTERPOLATED,no
MED-100801,"400 E 41st St",Chicago,IL,60653,41.820872,-87.614558,ROOFTOP,no
MED-100817,"810 Alder St","South Bend",WA,98586,46.6651128,-123.8107258,GEOMETRIC_CENTER,no
MED-100327,"1200 Binz St",Houston,TX,77004,29.724443,-95.387565,ROOFTOP,no
MED-100347,"9200 Sunset Dr",Miami,FL,33173,25.701396,-80.342674,ROOFTOP,no
MED-100475,"509 Parkman Ave",Selma,AL,36701,32.4088,-87.0284999,ROOFTOP,no
MED-100537,"314 Franklin Ave",Berlin,MD,21811,38.3302896,-75.2132208,RANGE_INTERPOLATED,no
MED-100625,"1302 Franklin Ave",Normal,IL,61761,40.4977595,-88.9915348,RANGE_INTERPOLATED,no
MED-100819,"1875 W Dempster St","Park Ridge",IL,60068,42.038564,-87.848749,ROOFTOP,no
MED-100824,"1600 167th St","Calumet City",IL,60409,41.5864961,-87.5589588,RANGE_INTERPOLATED,no
MED-100833,"929 Boston Post Rd","Old Saybrook",CT,06475,41.2894105,-72.3873582,RANGE_INTERPOLATED,no
MED-100836,"4411 W Gore Blvd",Lawton,OK,73505,34.6090332,-98.4470028,ROOFTOP,no
MED-100837,"210 E Crofoot St",Sheridan,MT,59749,45.4529669,-112.1934959,RANGE_INTERPOLATED,no
MED-100839,"1088 N State Rd 229",Batesville,IN,47006,39.3144463,-85.2082416,RANGE_INTERPOLATED,no
MED-100842,"2960 Mack Rd",Fairfield,OH,45014,39.3121547,-84.5196973,ROOFTOP,no
MED-100843,"2981 Health Pkwy","Mt. Pleasant",MI,48858,43.5980631,-84.7523973,GEOMETRIC_CENTER,no
MED-100854,"319 S Manning Blvd",Albany,NY,12208,42.655652,-73.803924,ROOFTOP,no
MED-100855,"164 W Main St",Silverdale,PA,18962,40.3543187,-75.3058889,RANGE_INTERPOLATED,no
MED-100856,"10551 S Ewing Ave",Chicago,IL,60617,41.7031319,-87.5351178,ROOFTOP,no
MED-100860,"11047 N 19th Ave",Phoenix,AZ,85029,33.5870669,-112.0996448,RANGE_INTERPOLATED,no
MED-100867,"3505 S Reed Rd",Kokomo,IN,46902,40.446922,-86.12165,RANGE_INTERPOLATED,no
MED-100873,"6890 Greensboro Rd",Ridgeway,VA,24148,36.5960667,-79.8626264,RANGE_INTERPOLATED,no
MED-100876,"301 N 31st St",Norfolk,NE,68701,42.0359669,-97.4573921,GEOMETRIC_CENTER,no
MED-100878,"29425 Northwestern Hwy",Southfield,MI,48034,42.5040104,-83.3145777,RANGE_INTERPOLATED,no
MED-100882,"4711 W Golf Rd",Skokie,IL,60076,42.0552091,-87.7443872,RANGE_INTERPOLATED,no
MED-100887,"495 N Pinol Pkwy",Florence,AZ,85232,32.772674,-111.1652687,APPROXIMATE,no
MED-100891,"33110 W 12 Mile Rd","Farmington Hills",MI,48334,42.4987824,-83.3752749,RANGE_INTERPOLATED,no
MED-100899,"183 Park St",Malone,NY,12953,44.8585038,-74.2926234,RANGE_INTERPOLATED,no
MED-100901,"1217 Memorial Dr",Dalton,GA,30720,34.788407,-84.984953,ROOFTOP,no
MED-100302,"1781 W Romneya Dr",Anaheim,CA,92801,33.850951,-117.944742,ROOFTOP,no
MED-100304,"1207 N West St",Jackson,MS,39216,32.3143109,-90.1819128,RANGE_INTERPOLATED,no
MED-100349,"233 N University Dr","Pembroke Pines",FL,33024,26.0106846,-80.248252,RANGE_INTERPOLATED,no
MED-100418,"415 N Valvista Dr",Mesa,AZ,85213,33.4233483,-111.7536109,RANGE_INTERPOLATED,no
MED-100423,"3500 N Mt Juliet Rd",Mount-Juliet,TN,37122,36.218786,-86.515666,ROOFTOP,no
MED-100424,"4024 N Mt Juliet Rd","Mount Juliet",TN,37122,36.226496,-86.514823,ROOFTOP,no
MED-100469,"3814 E 120th Ave",Thornton,CO,80233,39.9139438,-104.9431716,RANGE_INTERPOLATED,no
MED-100472,"300 N 1st St",Pacific,MO,63069,38.484102,-90.7413954,RANGE_INTERPOLATED,no
MED-100522,"800 St. Vincent's Dr",Birmingham,AL,35205,33.5091127,-86.7884341,RANGE_INTERPOLATED,no
MED-100536,"8501 Old Troy Pike Pkwy","Huber Heights",OH,45424,39.8775095,-84.1368624,RANGE_INTERPOLATED,no
MED-100556,"219 S Walnut St",Milford,DE,19963,38.9081397,-75.4289178,RANGE_INTERPOLATED,no
MED-100557,"3500 St. Charle's Ave","New Orleans",LA,70115,29.927384,-90.092845,ROOFTOP,no
MED-100560,"6050 Greenfield Rd",Dearborn,MI,48216,42.3332683,-83.19566,ROOFTOP,no
MED-100624,"280 N Riverside Ave",Rialto,CA,92376,34.1039193,-117.3706773,ROOFTOP,no
MED-101047,"3420 W Beverly Blvd",Montebello,CA,90640,34.0247895,-118.1411432,RANGE_INTERPOLATED,no
MED-100917,"116 N Hayden St",Belzoni,MS,39038,33.190832,-90.4885624,RANGE_INTERPOLATED,no
MED-100919,"13305 S Ridgeland Ave","Palos Heights",IL,60463,41.6487342,-87.7767385,ROOFTOP,no
MED-100944,"6215 Humphreys Blvd",Memphis,TN,38120,35.127403,-89.85662,ROOFTOP,no
MED-100946,"7705 Poplar Ave",Germantown,TN,38138,35.0915061,-89.8062133,RANGE_INTERPOLATED,no
MED-100948,"7865 Educators Ln",Bartlett,TN,38133,35.20237,-89.80068,ROOFTOP,no
MED-101026,"3743 W Fullerton Ave",Chicago,IL,60647,41.9244342,-87.7211876,ROOFTOP,no
MED-101027,"2950 E Jefferson Ave",Detroit,MI,48207,42.3398563,-83.0183785,ROOFTOP,no
MED-101060,"410 S Wilcox St","Castle Rock",CO,80104,39.3639889,-104.863471,ROOFTOP,no
MED-101064,"202 S McGee St",Borger,TX,79007,35.6642708,-101.3942655,RANGE_INTERPOLATED,no
MED-101067,"1217 W Market St",Germantown,OH,45327,39.6223529,-84.38542,ROOFTOP,no
MED-101071,"1326 E Perkins Ave",Sandusky,OH,44870,41.432066,-82.679411,ROOFTOP,no
MED-101074,"3101 S Maple Ave",Brookfield,IL,60513,41.83458,-87.851437,ROOFTOP,no
